enrollee_id,full_name,city,gender,enrolled_university,education_level,major_discipline,relevent_experience,experience,company_size,company_type,last_new_job,training_hours,employed
24849,Sarah Hernandez,city_89,male,no_enrollment,graduate,stem,Has relevent experience,1,unknown,unknown,1,116,1.0
7918,Emily Johnson,city_90,other,no_enrollment,graduate,stem,Has relevent experience,3,50-99,pvt ltd,never,52,0.0
4319,David Davis,city_103,male,no_enrollment,graduate,stem,Has relevent experience,>20,100-500,pvt ltd,>4,222,0.0
1711,Emily Johnson,city_103,male,no_enrollment,graduate,no major,Has relevent experience,3,<10,pvt ltd,1,67,0.0
31936,Chris Jones,city_61,male,no_enrollment,masters,stem,Has relevent experience,16,100-500,pvt ltd,2,80,0.0
15967,Sarah Brown,city_71,male,no_enrollment,primary school,stem,No relevent experience,<1,unknown,unknown,never,35,0.0
19455,Sarah Johnson,city_76,male,no_enrollment,graduate,stem,No relevent experience,<1,unknown,unknown,never,41,0.0
18991,Jane Johnson,city_16,male,full time course,graduate,stem,No relevent experience,3,unknown,unknown,1,69,1.0
19537,Chris Smith,city_21,male,no_enrollment,masters,stem,Has relevent experience,3,10/49,unknown,1,64,1.0
30315,John Jones,city_162,other,no_enrollment,graduate,other,No relevent experience,9,100-500,public sector,3,31,0.0
12982,David Garcia,city_103,other,no_enrollment,masters,stem,Has relevent experience,15,10/49,pvt ltd,1,82,0.0
30524,Laura Jones,city_160,other,no_enrollment,graduate,stem,Has relevent experience,16,50-99,pvt ltd,1,61,1.0
30346,David Smith,city_16,male,no_enrollment,graduate,arts,Has relevent experience,15,50-99,pvt ltd,1,75,0.0
32948,Chris Brown,city_67,male,no_enrollment,masters,stem,Has relevent experience,>20,unknown,unknown,2,33,0.0
22023,Jane Smith,city_160,male,no_enrollment,graduate,business degree,No relevent experience,17,unknown,unknown,>4,61,0.0
993,Sarah Smith,city_160,male,no_enrollment,graduate,stem,Has relevent experience,17,unknown,unknown,2,58,0.0
11952,David Davis,city_24,other,full time course,high school,stem,No relevent experience,5,unknown,unknown,never,22,0.0
5175,John Garcia,city_160,male,no_enrollment,graduate,stem,Has relevent experience,>20,10/49,pvt ltd,1,138,0.0
24967,Katie Miller,city_136,other,no_enrollment,masters,stem,No relevent experience,1,<10,funded startup,1,16,1.0
17622,Sarah Hernandez,city_21,other,no_enrollment,graduate,stem,Has relevent experience,13,10000+,pvt ltd,1,136,1.0
5742,Laura Williams,city_98,male,no_enrollment,masters,stem,Has relevent experience,>20,50-99,pvt ltd,>4,91,0.0
28711,John Garcia,city_16,male,part time course,high school,stem,Has relevent experience,10,unknown,unknown,1,248,0.0
32447,Alex Hernandez,city_149,male,no_enrollment,graduate,stem,No relevent experience,12,<10,public sector,1,117,0.0
21600,Mike Martinez,city_21,male,no_enrollment,graduate,stem,Has relevent experience,12,<10,funded startup,1,47,1.0
7054,Sarah Martinez,city_103,male,no_enrollment,graduate,stem,Has relevent experience,12,10/49,pvt ltd,3,88,0.0
29966,Laura Hernandez,city_114,male,part time course,phd,humanities,Has relevent experience,11,10000+,pvt ltd,>4,56,0.0
17910,John Martinez,city_67,other,no_enrollment,phd,humanities,No relevent experience,1,unknown,unknown,1,8,0.0
13941,David Davis,city_103,male,no_enrollment,graduate,stem,Has relevent experience,7,500-999,pvt ltd,2,200,0.0
2095,Chris Johnson,city_67,male,no_enrollment,primary school,stem,No relevent experience,9,unknown,unknown,4,62,0.0
13978,Chris Williams,city_65,other,full time course,high school,stem,No relevent experience,<1,unknown,unknown,1,73,1.0
12887,Chris Williams,city_84,male,full time course,graduate,stem,Has relevent experience,6,unknown,unknown,1,13,1.0
8166,Sarah Davis,city_103,male,full time course,graduate,stem,Has relevent experience,14,100-500,ngo,1,47,0.0
31243,David Williams,city_11,male,full time course,masters,stem,No relevent experience,10,unknown,unknown,>4,57,1.0
26217,Jane Brown,city_160,male,no_enrollment,graduate,stem,No relevent experience,6,unknown,unknown,never,33,0.0
25148,Mike Brown,city_98,male,no_enrollment,graduate,stem,Has relevent experience,14,5000-9999,pvt ltd,2,174,0.0
32476,Katie Williams,city_103,other,no_enrollment,masters,stem,Has relevent experience,>20,100-500,pvt ltd,>4,326,0.0
10945,Jane Davis,city_103,male,no_enrollment,graduate,humanities,Has relevent experience,>20,unknown,unknown,1,58,0.0
16044,Chris Williams,city_114,male,no_enrollment,masters,humanities,No relevent experience,>20,10/49,pvt ltd,>4,47,0.0
10852,Chris Garcia,city_14,other,no_enrollment,graduate,humanities,No relevent experience,2,5000-9999,public sector,1,96,1.0
1079,Alex Brown,city_103,other,no_enrollment,masters,stem,Has relevent experience,>20,1000-4999,pvt ltd,>4,13,0.0
31516,Chris Hernandez,city_90,male,no_enrollment,graduate,stem,Has relevent experience,10,unknown,unknown,>4,43,1.0
24397,Alex Johnson,city_21,female,full time course,graduate,stem,No relevent experience,3,50-99,pvt ltd,3,86,0.0
12066,Emily Jones,city_128,other,no_enrollment,high school,stem,Has relevent experience,4,100-500,pvt ltd,2,38,0.0
17208,Katie Johnson,city_114,male,part time course,high school,stem,Has relevent experience,13,5000-9999,pvt ltd,>4,34,0.0
33208,Sarah Williams,city_160,other,full time course,graduate,stem,No relevent experience,4,unknown,unknown,1,28,1.0
5418,Jane Williams,city_103,male,full time course,graduate,stem,No relevent experience,10,100-500,public sector,1,4,0.0
24925,Katie Johnson,city_103,male,full time course,masters,stem,No relevent experience,>20,1000-4999,public sector,never,29,1.0
28358,Laura Jones,city_77,male,full time course,graduate,stem,Has relevent experience,6,100-500,pvt ltd,>4,40,0.0
25052,John Jones,city_23,male,no_enrollment,high school,stem,Has relevent experience,4,<10,early stage startup,never,45,0.0
24543,David Smith,city_21,other,no_enrollment,graduate,stem,Has relevent experience,7,10000+,pvt ltd,1,24,1.0
10369,John Johnson,city_103,male,no_enrollment,masters,stem,Has relevent experience,>20,500-999,pvt ltd,>4,58,0.0
26247,Laura Johnson,city_103,female,no_enrollment,masters,stem,Has relevent experience,>20,100-500,unknown,>4,127,0.0
15850,Mike Hernandez,city_136,male,no_enrollment,masters,stem,Has relevent experience,>20,50-99,pvt ltd,1,43,0.0
1732,John Hernandez,city_70,male,full time course,high school,stem,No relevent experience,3,<10,early stage startup,never,67,0.0
9505,Laura Hernandez,city_102,other,no_enrollment,graduate,stem,Has relevent experience,7,unknown,unknown,1,47,0.0
15616,Laura Smith,city_36,other,no_enrollment,high school,stem,Has relevent experience,>20,100-500,pvt ltd,>4,12,0.0
26254,Laura Jones,city_134,male,no_enrollment,graduate,stem,No relevent experience,5,10/49,pvt ltd,1,48,1.0
22162,John Hernandez,city_73,male,part time course,high school,stem,Has relevent experience,7,unknown,pvt ltd,2,3,1.0
25026,Jane Hernandez,city_21,other,no_enrollment,graduate,stem,Has relevent experience,2,50-99,pvt ltd,1,53,0.0
30064,Emily Hernandez,city_21,male,no_enrollment,graduate,stem,Has relevent experience,12,10000+,pvt ltd,never,35,1.0
9972,Emily Brown,city_91,other,no_enrollment,graduate,humanities,Has relevent experience,16,unknown,unknown,3,15,0.0
16122,Mike Martinez,city_103,other,no_enrollment,masters,stem,Has relevent experience,19,10000+,pvt ltd,3,46,0.0
11599,Katie Davis,city_50,male,no_enrollment,graduate,stem,Has relevent experience,9,1000-4999,pvt ltd,1,28,0.0
2025,Sarah Martinez,city_21,male,full time course,graduate,stem,No relevent experience,8,unknown,unknown,never,31,1.0
23102,David Williams,city_104,other,no_enrollment,graduate,stem,Has relevent experience,>20,unknown,unknown,>4,43,0.0
19925,Sarah Martinez,city_16,male,no_enrollment,masters,stem,Has relevent experience,19,100-500,funded startup,1,60,0.0
17617,Chris Martinez,city_50,male,no_enrollment,graduate,stem,No relevent experience,12,unknown,unknown,1,165,1.0
2197,Katie Martinez,city_21,male,no_enrollment,masters,stem,Has relevent experience,14,10/49,pvt ltd,>4,97,0.0
12762,Katie Williams,city_160,male,no_enrollment,graduate,stem,Has relevent experience,5,<10,early stage startup,1,15,0.0
5035,John Martinez,city_16,male,no_enrollment,masters,stem,Has relevent experience,14,100-500,pvt ltd,1,33,0.0
7971,Emily Johnson,city_45,male,no_enrollment,graduate,stem,Has relevent experience,>20,100-500,pvt ltd,>4,22,0.0
2693,Emily Smith,city_114,male,part time course,graduate,stem,Has relevent experience,9,5000-9999,pvt ltd,1,17,0.0
27619,Alex Hernandez,city_136,male,no_enrollment,masters,stem,Has relevent experience,10,50-99,ngo,4,32,0.0
16265,Emily Hernandez,city_160,other,no_enrollment,graduate,stem,Has relevent experience,14,1000-4999,pvt ltd,>4,80,0.0
24386,David Brown,city_67,male,no_enrollment,masters,stem,Has relevent experience,15,10/49,pvt ltd,1,63,0.0
6310,David Davis,city_73,male,no_enrollment,graduate,stem,Has relevent experience,11,50-99,pvt ltd,1,25,1.0
22337,Sarah Davis,city_103,male,no_enrollment,graduate,stem,Has relevent experience,4,10000+,pvt ltd,2,102,0.0
26059,Katie Johnson,city_57,male,part time course,high school,stem,Has relevent experience,4,50-99,pvt ltd,1,69,0.0
2552,Emily Martinez,city_67,male,no_enrollment,masters,stem,Has relevent experience,12,unknown,unknown,>4,16,0.0
21258,Alex Johnson,city_115,male,no_enrollment,graduate,stem,Has relevent experience,11,10/49,early stage startup,1,35,0.0
7334,Mike Williams,city_160,male,no_enrollment,graduate,stem,Has relevent experience,9,100-500,pvt ltd,3,43,0.0
1971,Chris Johnson,city_10,male,no_enrollment,masters,no major,Has relevent experience,17,50-99,early stage startup,>4,52,0.0
25719,Emily Martinez,city_103,male,no_enrollment,phd,stem,Has relevent experience,2,<10,early stage startup,1,26,0.0
19307,Emily Brown,city_103,male,no_enrollment,graduate,stem,Has relevent experience,10,100-500,pvt ltd,2,24,0.0
25611,Mike Johnson,city_21,other,no_enrollment,graduate,stem,No relevent experience,2,unknown,unknown,never,180,1.0
24033,Sarah Garcia,city_90,male,part time course,graduate,stem,No relevent experience,5,50-99,unknown,1,20,0.0
3143,Jane Williams,city_16,male,no_enrollment,masters,stem,Has relevent experience,17,50-99,pvt ltd,3,33,1.0
12090,Jane Martinez,city_114,male,no_enrollment,graduate,stem,No relevent experience,5,unknown,unknown,never,108,0.0
17004,Laura Brown,city_136,male,part time course,masters,stem,Has relevent experience,7,<10,pvt ltd,1,232,0.0
26556,Sarah Hernandez,city_104,male,no_enrollment,graduate,other,Has relevent experience,16,50-99,pvt ltd,>4,62,0.0
15834,Jane Johnson,city_104,other,no_enrollment,graduate,stem,No relevent experience,5,unknown,unknown,never,30,0.0
31743,Laura Hernandez,city_75,male,no_enrollment,graduate,stem,No relevent experience,9,unknown,unknown,1,74,0.0
32071,Katie Garcia,city_16,male,full time course,graduate,stem,No relevent experience,4,50-99,pvt ltd,1,9,1.0
32140,John Martinez,city_16,male,no_enrollment,graduate,stem,Has relevent experience,>20,5000-9999,pvt ltd,>4,82,0.0
16628,Jane Davis,city_128,other,no_enrollment,graduate,other,No relevent experience,4,unknown,unknown,1,79,1.0
13727,David Smith,city_173,male,no_enrollment,high school,stem,Has relevent experience,5,50-99,pvt ltd,1,36,0.0
27798,Emily Martinez,city_102,male,no_enrollment,graduate,stem,Has relevent experience,10,100-500,pvt ltd,1,60,0.0
12901,Jane Miller,city_28,other,no_enrollment,masters,stem,Has relevent experience,>20,10000+,pvt ltd,2,40,0.0
29153,Sarah Johnson,city_16,male,no_enrollment,masters,stem,Has relevent experience,>20,<10,early stage startup,1,127,0.0
24330,Mike Hernandez,city_145,male,no_enrollment,graduate,stem,Has relevent experience,8,unknown,pvt ltd,1,6,1.0
30790,David Johnson,city_21,male,no_enrollment,graduate,stem,Has relevent experience,12,500-999,pvt ltd,2,10,1.0
27229,Sarah Brown,city_16,male,full time course,graduate,stem,Has relevent experience,8,100-500,funded startup,2,262,0.0
29352,Alex Jones,city_21,female,full time course,masters,stem,No relevent experience,2,unknown,unknown,1,104,1.0
25818,Katie Smith,city_67,male,no_enrollment,high school,stem,Has relevent experience,16,unknown,unknown,1,28,0.0
22109,Katie Hernandez,city_21,female,no_enrollment,graduate,stem,Has relevent experience,9,10/49,early stage startup,never,68,1.0
17032,Alex Smith,city_103,male,no_enrollment,high school,stem,No relevent experience,3,unknown,unknown,2,12,0.0
11603,Alex Johnson,city_21,male,full time course,graduate,stem,No relevent experience,7,100-500,funded startup,1,110,0.0
6443,John Jones,city_90,male,no_enrollment,graduate,stem,Has relevent experience,14,100-500,public sector,3,238,0.0
11268,David Brown,city_142,other,full time course,high school,stem,Has relevent experience,4,unknown,unknown,never,143,0.0
13889,Jane Miller,city_160,male,no_enrollment,graduate,stem,Has relevent experience,6,50-99,funded startup,1,48,0.0
20228,Mike Hernandez,city_99,male,no_enrollment,graduate,stem,Has relevent experience,9,unknown,unknown,1,25,0.0
21768,David Hernandez,city_21,male,no_enrollment,graduate,stem,Has relevent experience,12,10000+,pvt ltd,>4,22,1.0
13206,Jane Williams,city_103,female,full time course,graduate,stem,No relevent experience,3,unknown,pvt ltd,1,11,0.0
10196,Mike Smith,city_103,female,no_enrollment,graduate,stem,Has relevent experience,16,500-999,pvt ltd,3,46,0.0
26164,Laura Johnson,city_143,male,no_enrollment,masters,stem,Has relevent experience,1,50-99,pvt ltd,1,28,1.0
1240,Chris Martinez,city_157,male,no_enrollment,masters,stem,Has relevent experience,16,unknown,unknown,3,33,0.0
1806,John Martinez,city_165,other,no_enrollment,graduate,stem,Has relevent experience,9,unknown,pvt ltd,never,98,0.0
20464,Emily Martinez,city_24,male,no_enrollment,high school,stem,No relevent experience,>20,100-500,pvt ltd,>4,87,0.0
5043,Katie Miller,city_162,other,full time course,masters,stem,Has relevent experience,18,unknown,unknown,1,35,0.0
12529,Katie Miller,city_71,other,no_enrollment,masters,stem,Has relevent experience,>20,<10,public sector,>4,96,0.0
7933,Mike Smith,city_21,female,full time course,graduate,stem,No relevent experience,3,unknown,unknown,1,90,1.0
30556,Laura Garcia,city_74,female,part time course,graduate,stem,Has relevent experience,5,100-500,pvt ltd,1,20,0.0
2838,Emily Smith,city_75,male,no_enrollment,masters,stem,Has relevent experience,>20,<10,pvt ltd,1,73,0.0
26948,Sarah Williams,city_102,male,no_enrollment,graduate,stem,No relevent experience,4,100-500,pvt ltd,1,19,0.0
24169,Sarah Johnson,city_136,other,full time course,masters,stem,Has relevent experience,14,<10,pvt ltd,>4,33,0.0
26496,Emily Williams,city_94,male,no_enrollment,graduate,stem,Has relevent experience,>20,unknown,unknown,>4,2,0.0
21543,Alex Smith,city_100,male,no_enrollment,graduate,stem,Has relevent experience,9,500-999,pvt ltd,1,30,1.0
30491,Emily Brown,city_114,male,no_enrollment,graduate,stem,Has relevent experience,11,10/49,pvt ltd,4,27,0.0
11189,Laura Martinez,city_103,other,no_enrollment,graduate,stem,Has relevent experience,14,50-99,unknown,>4,122,0.0
21233,Laura Williams,city_160,male,part time course,graduate,stem,No relevent experience,9,unknown,unknown,2,55,1.0
7631,Chris Johnson,city_16,male,no_enrollment,high school,stem,Has relevent experience,9,unknown,unknown,>4,4,0.0
2160,John Brown,city_13,male,full time course,masters,stem,No relevent experience,6,unknown,unknown,1,60,1.0
11616,Katie Garcia,city_21,male,full time course,graduate,stem,Has relevent experience,11,unknown,unknown,never,23,1.0
12543,Katie Brown,city_136,male,no_enrollment,masters,stem,No relevent experience,15,1000-4999,public sector,>4,29,0.0
32164,David Miller,city_21,male,no_enrollment,masters,stem,Has relevent experience,3,100-500,funded startup,1,36,0.0
23512,Jane Smith,city_103,male,no_enrollment,graduate,stem,Has relevent experience,>20,10000+,pvt ltd,>4,33,0.0
26352,Emily Johnson,city_16,male,no_enrollment,primary school,stem,Has relevent experience,7,500-999,pvt ltd,never,12,0.0
27533,Katie Miller,city_103,male,no_enrollment,graduate,stem,Has relevent experience,>20,10000+,pvt ltd,2,20,0.0
7512,Alex Hernandez,city_67,male,full time course,high school,stem,No relevent experience,2,unknown,unknown,never,22,0.0
2284,Katie Johnson,city_28,male,part time course,high school,stem,No relevent experience,4,10/49,pvt ltd,1,12,0.0
24064,Sarah Davis,city_21,other,no_enrollment,masters,stem,Has relevent experience,13,unknown,unknown,1,68,1.0
17489,Laura Brown,city_19,male,full time course,graduate,stem,Has relevent experience,8,10/49,pvt ltd,1,47,0.0
7285,Alex Smith,city_93,male,no_enrollment,masters,stem,Has relevent experience,12,10/49,funded startup,2,36,0.0
18848,Alex Smith,city_41,male,full time course,high school,stem,Has relevent experience,6,<10,other,1,160,0.0
30026,Katie Williams,city_103,male,no_enrollment,masters,stem,Has relevent experience,>20,5000-9999,pvt ltd,>4,86,0.0
27804,David Miller,city_103,male,no_enrollment,graduate,stem,Has relevent experience,>20,1000-4999,pvt ltd,>4,4,0.0
16092,Chris Jones,city_103,other,no_enrollment,graduate,stem,Has relevent experience,>20,<10,pvt ltd,2,102,0.0
15471,Jane Johnson,city_89,male,full time course,high school,stem,No relevent experience,<1,unknown,unknown,never,204,0.0
3236,Sarah Jones,city_104,male,no_enrollment,graduate,stem,Has relevent experience,10,100-500,pvt ltd,4,114,0.0
9540,Jane Garcia,city_158,male,no_enrollment,graduate,stem,Has relevent experience,2,100-500,pvt ltd,1,46,0.0
8445,Emily Jones,city_103,other,no_enrollment,graduate,stem,Has relevent experience,9,1000-4999,pvt ltd,>4,99,0.0
2719,Mike Hernandez,city_120,male,no_enrollment,graduate,stem,Has relevent experience,11,50-99,pvt ltd,1,178,0.0
30188,David Davis,city_71,male,full time course,graduate,stem,No relevent experience,7,unknown,unknown,never,38,1.0
1073,Sarah Jones,city_23,male,no_enrollment,high school,stem,Has relevent experience,14,<10,early stage startup,4,194,0.0
14918,Jane Davis,city_114,male,no_enrollment,high school,stem,No relevent experience,3,10/49,pvt ltd,1,85,0.0
3467,Laura Smith,city_103,male,no_enrollment,graduate,stem,Has relevent experience,13,100-500,pvt ltd,2,64,0.0
8443,Jane Hernandez,city_67,male,no_enrollment,masters,stem,Has relevent experience,16,unknown,unknown,1,8,0.0
15891,David Hernandez,city_103,male,no_enrollment,graduate,stem,Has relevent experience,>20,10000+,pvt ltd,>4,18,0.0
26662,Mike Brown,city_160,male,no_enrollment,graduate,stem,Has relevent experience,15,500-999,pvt ltd,>4,18,0.0
52,Laura Williams,city_114,other,no_enrollment,masters,stem,Has relevent experience,14,100-500,pvt ltd,3,55,0.0
22064,Sarah Jones,city_103,male,no_enrollment,primary school,stem,No relevent experience,5,unknown,unknown,never,80,0.0
20734,Alex Miller,city_45,male,no_enrollment,masters,stem,Has relevent experience,17,50-99,funded startup,2,112,0.0
5669,John Hernandez,city_123,other,no_enrollment,phd,stem,Has relevent experience,12,50-99,pvt ltd,1,80,0.0
9219,Sarah Smith,city_21,other,full time course,graduate,stem,Has relevent experience,2,50-99,pvt ltd,2,264,0.0
1243,David Davis,city_103,male,no_enrollment,primary school,stem,Has relevent experience,12,100-500,pvt ltd,2,49,0.0
27713,Alex Johnson,city_103,male,no_enrollment,graduate,stem,No relevent experience,16,unknown,unknown,never,17,1.0
4437,Laura Hernandez,city_21,other,full time course,high school,stem,No relevent experience,1,unknown,pvt ltd,never,73,0.0
31863,David Williams,city_103,other,no_enrollment,graduate,stem,No relevent experience,5,unknown,unknown,2,22,1.0
17456,Laura Jones,city_28,male,no_enrollment,high school,stem,No relevent experience,5,unknown,unknown,1,35,0.0
24933,Jane Martinez,city_21,male,no_enrollment,masters,stem,No relevent experience,10,500-999,public sector,4,33,1.0
23982,John Martinez,city_14,female,no_enrollment,graduate,other,Has relevent experience,7,unknown,unknown,never,17,1.0
21273,Sarah Brown,city_165,other,no_enrollment,graduate,stem,No relevent experience,3,unknown,unknown,2,113,0.0
19062,Jane Miller,city_19,male,no_enrollment,graduate,stem,Has relevent experience,>20,50-99,funded startup,2,224,0.0
5545,Emily Davis,city_102,male,no_enrollment,graduate,stem,No relevent experience,14,1000-4999,pvt ltd,1,19,0.0
23950,Laura Williams,city_16,other,no_enrollment,graduate,humanities,Has relevent experience,5,50-99,pvt ltd,1,12,0.0
33109,Sarah Brown,city_104,other,no_enrollment,graduate,stem,Has relevent experience,7,10/49,early stage startup,1,48,0.0
15825,Emily Davis,city_16,male,no_enrollment,graduate,stem,Has relevent experience,>20,50-99,pvt ltd,>4,91,0.0
20336,John Williams,city_75,male,no_enrollment,graduate,stem,Has relevent experience,17,unknown,unknown,1,5,0.0
26869,Sarah Miller,city_70,male,no_enrollment,graduate,stem,Has relevent experience,7,50-99,early stage startup,2,192,1.0
9913,Emily Davis,city_160,other,full time course,graduate,stem,Has relevent experience,18,unknown,unknown,2,24,1.0
32978,Alex Smith,city_103,other,no_enrollment,graduate,business degree,No relevent experience,11,5000-9999,pvt ltd,1,10,0.0
29528,Chris Garcia,city_160,male,no_enrollment,graduate,stem,Has relevent experience,16,50-99,funded startup,1,34,0.0
7057,John Jones,city_81,male,no_enrollment,graduate,stem,Has relevent experience,4,500-999,public sector,1,47,1.0
9611,Jane Brown,city_103,female,no_enrollment,graduate,other,No relevent experience,6,unknown,unknown,2,56,1.0
29876,John Martinez,city_103,male,no_enrollment,graduate,stem,Has relevent experience,>20,50-99,other,>4,44,0.0
24206,Alex Martinez,city_73,male,part time course,high school,stem,Has relevent experience,5,10/49,unknown,2,82,0.0
33362,Alex Hernandez,city_173,male,no_enrollment,graduate,stem,Has relevent experience,16,10000+,pvt ltd,1,100,0.0
26579,Alex Smith,city_1,male,full time course,graduate,no major,No relevent experience,9,unknown,unknown,never,11,1.0
17488,Katie Smith,city_123,male,full time course,masters,stem,No relevent experience,1,unknown,unknown,1,26,1.0
13048,Emily Williams,city_103,male,no_enrollment,graduate,stem,Has relevent experience,6,50-99,pvt ltd,4,8,0.0
5950,Alex Hernandez,city_21,female,full time course,masters,stem,Has relevent experience,2,500-999,pvt ltd,never,15,0.0
16029,Laura Johnson,city_104,male,no_enrollment,graduate,stem,No relevent experience,3,unknown,unknown,>4,34,0.0
22009,Emily Miller,city_103,male,part time course,graduate,stem,Has relevent experience,7,50-99,early stage startup,1,46,0.0
22284,Emily Garcia,city_103,other,no_enrollment,high school,stem,No relevent experience,2,unknown,unknown,1,131,0.0
28651,Katie Williams,city_50,male,no_enrollment,masters,no major,Has relevent experience,14,<10,early stage startup,1,156,0.0
25568,Chris Johnson,city_103,male,no_enrollment,primary school,stem,No relevent experience,5,unknown,unknown,never,44,0.0
15594,Emily Brown,city_21,male,full time course,graduate,stem,Has relevent experience,2,50-99,funded startup,1,176,0.0
11116,David Williams,city_103,other,no_enrollment,masters,stem,No relevent experience,>20,100-500,pvt ltd,4,125,1.0
23954,Sarah Smith,city_103,female,full time course,graduate,stem,No relevent experience,4,unknown,unknown,never,51,0.0
30562,Sarah Davis,city_90,other,part time course,graduate,stem,Has relevent experience,7,50-99,unknown,1,42,0.0
32131,John Davis,city_67,male,no_enrollment,graduate,stem,Has relevent experience,11,unknown,unknown,1,51,0.0
32416,David Garcia,city_16,male,no_enrollment,graduate,stem,Has relevent experience,2,100-500,pvt ltd,1,102,0.0
8703,Katie Brown,city_11,male,no_enrollment,graduate,stem,Has relevent experience,7,100-500,pvt ltd,1,5,0.0
27906,John Davis,city_103,male,no_enrollment,graduate,stem,Has relevent experience,>20,5000-9999,pvt ltd,1,63,0.0
13261,Chris Williams,city_103,male,no_enrollment,graduate,stem,Has relevent experience,>20,10000+,pvt ltd,>4,14,1.0
32716,Alex Miller,city_103,other,no_enrollment,phd,stem,Has relevent experience,17,50-99,pvt ltd,1,336,0.0
7306,John Brown,city_104,male,no_enrollment,high school,stem,Has relevent experience,15,unknown,unknown,>4,50,0.0
23819,Laura Jones,city_136,male,part time course,graduate,stem,No relevent experience,3,unknown,unknown,1,78,1.0
31042,Mike Jones,city_16,male,full time course,graduate,stem,Has relevent experience,14,unknown,unknown,2,46,1.0
11671,Sarah Brown,city_1,other,full time course,graduate,stem,No relevent experience,6,50-99,unknown,1,122,0.0
28201,Laura Brown,city_28,male,no_enrollment,phd,stem,No relevent experience,11,unknown,public sector,>4,24,0.0
119,Jane Johnson,city_114,male,full time course,graduate,stem,Has relevent experience,9,10/49,unknown,2,50,0.0
16818,Mike Martinez,city_16,male,no_enrollment,graduate,stem,Has relevent experience,3,50-99,pvt ltd,1,38,0.0
25632,David Brown,city_162,other,no_enrollment,masters,stem,Has relevent experience,9,unknown,unknown,4,61,0.0
9532,Alex Brown,city_160,female,no_enrollment,masters,stem,Has relevent experience,2,10/49,pvt ltd,2,72,0.0
18760,Mike Johnson,city_145,male,no_enrollment,graduate,stem,Has relevent experience,9,unknown,unknown,1,24,1.0
14323,Alex Garcia,city_75,other,full time course,graduate,stem,Has relevent experience,>20,1000-4999,pvt ltd,>4,6,0.0
5044,Jane Hernandez,city_103,male,no_enrollment,graduate,arts,No relevent experience,18,10/49,pvt ltd,4,20,0.0
33212,Katie Martinez,city_103,male,no_enrollment,masters,stem,Has relevent experience,>20,unknown,unknown,>4,161,1.0
31851,Laura Miller,city_160,other,no_enrollment,graduate,stem,Has relevent experience,11,10000+,pvt ltd,>4,122,1.0
4646,Mike Martinez,city_128,other,part time course,high school,stem,Has relevent experience,2,unknown,unknown,1,50,1.0
16806,Emily Johnson,city_133,other,no_enrollment,graduate,stem,Has relevent experience,7,100-500,pvt ltd,2,106,1.0
29661,Alex Williams,city_103,male,no_enrollment,masters,humanities,No relevent experience,<1,unknown,unknown,never,98,1.0
21079,Laura Jones,city_103,male,no_enrollment,graduate,stem,Has relevent experience,8,unknown,ngo,1,17,0.0
12647,Mike Miller,city_180,other,no_enrollment,graduate,stem,No relevent experience,3,<10,pvt ltd,2,43,0.0
4929,Sarah Brown,city_21,male,no_enrollment,graduate,stem,Has relevent experience,<1,100-500,pvt ltd,1,16,1.0
25334,Jane Williams,city_103,male,no_enrollment,masters,stem,Has relevent experience,>20,50-99,pvt ltd,4,19,0.0
12661,Laura Smith,city_75,male,part time course,graduate,stem,Has relevent experience,19,unknown,unknown,>4,112,0.0
18952,Mike Garcia,city_114,male,full time course,graduate,business degree,No relevent experience,7,<10,pvt ltd,2,85,0.0
10771,Alex Johnson,city_21,male,no_enrollment,graduate,stem,Has relevent experience,20,10/49,pvt ltd,2,9,0.0
19971,Katie Hernandez,city_104,male,no_enrollment,high school,stem,Has relevent experience,>20,10/49,pvt ltd,3,106,0.0
4739,John Martinez,city_16,male,no_enrollment,graduate,stem,Has relevent experience,3,<10,pvt ltd,1,51,1.0
16565,Chris Miller,city_36,male,no_enrollment,high school,stem,Has relevent experience,5,50-99,pvt ltd,never,102,0.0
32120,Sarah Johnson,city_114,female,no_enrollment,graduate,stem,Has relevent experience,15,100-500,pvt ltd,1,13,0.0
11182,Katie Williams,city_103,male,no_enrollment,masters,stem,Has relevent experience,11,50-99,pvt ltd,2,35,0.0
11810,David Martinez,city_114,male,full time course,graduate,stem,Has relevent experience,8,unknown,unknown,2,72,0.0
1809,Katie Davis,city_103,male,full time course,graduate,stem,Has relevent experience,5,unknown,unknown,2,194,1.0
30204,Jane Smith,city_103,female,full time course,graduate,stem,No relevent experience,4,unknown,unknown,1,52,1.0
24440,Mike Miller,city_104,male,full time course,high school,stem,No relevent experience,3,10/49,unknown,1,155,0.0
24413,David Williams,city_21,male,full time course,high school,stem,No relevent experience,8,unknown,unknown,never,46,1.0
30731,Sarah Smith,city_61,male,no_enrollment,masters,stem,Has relevent experience,>20,10000+,pvt ltd,>4,41,0.0
13308,Katie Brown,city_21,other,no_enrollment,graduate,stem,Has relevent experience,11,1000-4999,pvt ltd,1,25,1.0
2412,Sarah Hernandez,city_136,male,no_enrollment,masters,stem,Has relevent experience,12,<10,funded startup,2,113,0.0
10004,Katie Martinez,city_67,male,no_enrollment,phd,stem,Has relevent experience,12,unknown,unknown,1,45,0.0
19449,Emily Jones,city_21,male,no_enrollment,graduate,stem,Has relevent experience,7,100-500,pvt ltd,4,82,0.0
